ID,Acceleration x,Acceleration y,Acceleration z,Gyroscope x,Gyroscope y,Gyroscope z,Quaternion w,Quaternion x,Quaternion y,Quaternion z,Linear Acceleration x,Linear Acceleration y,Linear Acceleration z,Time,Battery
12,-0.00293,0.9604,-0.166,-0.01335,0.09346,-0.04959,7.65,-33.3,-1.8,0.60767,0.7189,0.2577,0.2179,-1306785540,98
13,-0.01221,0.05176,1.012,0.3681,-0.206,-0.2098,0.88837,0.019935,0.016695,0.45839,-0.0008087,0.001038,0.01308,43939553,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.01953,0.9526,-0.248,-0.1774,-0.03433,-0.01144,-3,-38.4,14.85,0.074333,0.08643,-0.7866,-0.6068,-1306912699,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.004883,0.9893,-0.1504,-0.04196,-0.04768,-0.3014,0.50954,0.59648,0.4723,0.40189,0.00676,0.001785,0.007324,-1306734355,68
6,0.01025,0.9746,-0.2056,-0.02098,-0.2556,-0.0515,0.17183,0.22354,0.74153,0.6088,-0.007095,-0.005081,-0.00589,-1306167723,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.004883,0.958,-0.1689,-0.0248,0.227,-0.0515,0.50655,0.60659,0.46999,0.39315,0.004074,-0.02608,0.008743,-1306408918,126
9,0.002441,0.9902,-0.126,0.05341,-0.267,-0.06104,0.44965,0.5162,0.5455,0.48351,-0.006149,-0.00148,0.00209,-1307039368,70
10,-0.02344,0.9731,-0.2188,-0.003815,-0.1202,0.09155,0.5998,0.74716,0.22781,0.17347,-0.009369,-0.002182,0.001541,-1306670882,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.0004883,0.9751,-0.1772,0.04768,-0.08965,0.01144,7.95,-33.6,-3.75,0.60778,0.719,0.2574,0.2177,-1306636039,98
13,-0.01221,0.05176,1.012,0.3681,-0.206,-0.2098,0.88837,0.019935,0.016695,0.45839,-0.0008087,0.001038,0.01308,43939553,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.01563,0.9653,-0.248,0.005722,-0.09537,-0.01144,-1.2,-40.2,14.55,0.074589,0.08669,-0.7866,-0.6068,-1306813837,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.009277,0.9731,-0.1582,0.01907,0.1965,-0.1183,0.50952,0.59649,0.47234,0.40184,-0.007324,-0.01431,-0.0003815,-1306714387,68
6,0.01367,0.9834,-0.1953,0.04005,0.1106,-0.0515,0.17236,0.22407,0.74139,0.60863,-0.00351,0.003708,0.004425,-1306068273,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.001953,0.958,-0.1719,0.1583,0.04387,0.009537,0.50656,0.60666,0.46985,0.3932,0.0009003,-0.02609,0.005722,-1306289015,126
9,0.0127,0.9897,-0.1177,-0.007629,0.09918,0,0.44964,0.51618,0.5455,0.48355,0.004059,-0.001984,0.01035,-1306988855,70
10,-0.01318,0.9688,-0.2168,0.3014,0.185,0.09155,0.59978,0.74709,0.22794,0.17364,0.0007935,-0.006592,0.003418,-1306619069,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.001953,0.9883,-0.1616,-0.01335,-0.08965,0.07248,6.9,-33.75,-1.35,0.60771,0.719,0.2576,0.2178,-1306565479,98
13,-0.01221,0.05176,1.012,0.3681,-0.206,-0.2098,0.88837,0.019935,0.016695,0.45839,-0.0008087,0.001038,0.01308,43939553,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.01563,0.9653,-0.248,0.005722,-0.09537,-0.01144,-1.2,-40.2,14.55,0.074589,0.08669,-0.7866,-0.6068,-1306813837,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.005371,0.9824,-0.1548,-0.04196,-0.1698,-0.05722,0.50951,0.5965,0.47235,0.40183,0.007324,-0.005035,0.003082,-1306625025,68
6,0.02734,0.9766,-0.1899,-0.08202,-0.1335,0.07057,0.17227,0.22401,0.74141,0.60865,0.01012,-0.003113,0.009811,-1305997833,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.001465,0.9585,-0.1792,-0.2689,0.1049,-0.2956,0.50669,0.60694,0.46959,0.3929,0.000412,-0.02556,-0.001389,-1306209015,126
9,0.01416,0.9805,-0.1318,-0.007629,-0.02289,0.2441,0.4497,0.51629,0.54546,0.48342,0.005585,-0.01125,-0.003662,-1306888855,70
10,-0.008301,0.9775,-0.207,-0.1869,-0.1812,0.1526,0.59985,0.74709,0.22778,0.17363,0.005539,0.002151,0.01303,-1306511473,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,-0.002441,0.9756,-0.1631,-0.07439,0.03242,-0.04959,7.35,-34.95,-3.6,0.60757,0.7188,0.2581,0.2182,-1306455448,98
13,-0.01221,0.05176,1.012,0.3681,-0.206,-0.2098,0.88837,0.019935,0.016695,0.45839,-0.0008087,0.001038,0.01308,43939553,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.01611,0.9512,-0.2476,0.06676,0.08774,0.1717,-1.5,-39.45,13.8,0.074099,0.08604,-0.7867,-0.6068,-1306756497,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0.9595,-0.1592,0.2022,0.01335,0.1259,0.50954,0.59648,0.47232,0.40187,0.001923,-0.028,-0.001419,-1306594535,68
6,0.01221,0.9844,-0.2007,-0.1431,0.04959,0.1316,0.17288,0.2247,0.7412,0.60848,-0.004959,0.004684,-0.000946,-1305917856,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.001953,0.9697,-0.1738,0.09727,0.1659,-0.1125,0.50675,0.60709,0.46946,0.39274,0.0009003,-0.01431,0.004089,-1306107243,126
9,-0.001465,0.9761,-0.1367,0.05341,0.09918,-0.1831,0.44953,0.51619,0.5456,0.48352,-0.0101,-0.01563,-0.008453,-1306808807,70
10,-0.009277,0.9736,-0.2222,-0.1259,0.001907,-0.09155,0.59994,0.74719,0.22743,0.17335,0.004562,-0.001755,-0.002121,-1306479132,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,-0.002441,0.9736,-0.1719,-0.2575,-0.02861,0.07248,8.25,-33.9,-4.8,0.60733,0.7186,0.2587,0.2187,-1306270374,98
13,-0.01221,0.05176,1.012,0.3681,-0.206,-0.2098,0.88837,0.019935,0.016695,0.45839,-0.0008087,0.001038,0.01308,43939553,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.003418,0.9531,-0.25,0.1278,-0.09537,0.04959,-2.25,-39.9,13.8,0.074231,0.08628,-0.7866,-0.6068,-1306715867,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.007324,0.9722,-0.1538,-0.103,0.1354,0.06485,0.50955,0.59647,0.47235,0.40183,0.009338,-0.0153,0.003967,-1306542684,68
6,0.02148,0.9844,-0.2085,0.1621,0.04959,0.2537,0.17271,0.22451,0.74129,0.60848,0.004318,0.004715,-0.008652,-1305847742,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.005371,0.9521,-0.1738,0.03624,-0.0782,0.009537,0.50671,0.60704,0.4695,0.39284,0.004242,-0.03191,0.004028,-1306008898,126
9,0.02148,0.9863,-0.124,0.2365,-0.145,0.1221,0.4496,0.51635,0.54548,0.48343,0.01276,-0.005356,0.004303,-1306789363,70
10,-0.01807,0.9697,-0.2153,0.3014,-0.1202,0.03052,0.59995,0.74721,0.22737,0.17332,-0.004242,-0.005661,0.004715,-1306436107,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.005859,0.9604,-0.1665,0.04768,-0.08965,0.1335,7.5,-33.15,-3,0.60746,0.7186,0.2586,0.2187,-1306130901,98
13,-0.01221,0.05176,1.012,0.3681,-0.206,-0.2098,0.88837,0.019935,0.016695,0.45839,-0.0008087,0.001038,0.01308,43939553,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.005859,0.9556,-0.2529,-0.05531,-0.03433,0.2327,-0.60001,-37.05,15,0.074141,0.08636,-0.7866,-0.6068,-1306617811,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.004883,0.9829,-0.1553,-0.3471,0.01335,-0.05722,0.50959,0.59644,0.47231,0.40188,-0.002899,-0.004578,0.00235,-1306435372,68
6,0.02295,0.9775,-0.1978,-0.3872,-0.1945,-0.2346,0.17276,0.22447,0.7413,0.60847,0.00592,-0.002121,0.002075,-1305768314,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-0.00293,0.9629,-0.1709,-0.1469,-0.01717,0.1316,0.50675,0.60698,0.46956,0.39281,-0.003876,-0.02116,0.006927,-1305949015,126
9,0.0127,0.978,-0.1323,-0.007629,-0.08392,-0.3052,0.44907,0.51578,0.546,0.48394,0.003876,-0.01366,-0.004044,-1306678899,70
10,-0.02344,0.9678,-0.2095,0.2403,-0.1812,-0.03052,0.59994,0.74712,0.22757,0.17348,-0.009598,-0.007629,0.01047,-1306407021,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,-0.004395,0.9727,-0.1611,0.1087,0.09346,0.01144,9,-34.65,-4.2,0.60747,0.7186,0.2585,0.2186,-1306040298,98
13,-0.01221,0.05176,1.012,0.3681,-0.206,-0.2098,0.88837,0.019935,0.016695,0.45839,-0.0008087,0.001038,0.01308,43939553,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.004883,0.9619,-0.2598,-0.1163,-0.03433,-0.07248,-0.75,-38.4,13.5,0.074025,0.08621,-0.7867,-0.6068,-1306590733,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.001465,0.9858,-0.1636,0.1411,0.01335,0.06485,0.50961,0.59641,0.47238,0.40179,0.0007324,-0.001633,-0.005859,-1306323990,68
6,0.01074,0.9712,-0.2031,0.1011,-0.01144,-0.0515,0.17332,0.2252,0.74114,0.60824,-0.006302,-0.008438,-0.003098,-1305697748,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-0.009766,0.9736,-0.1714,-0.1469,0.04387,0.07057,0.50662,0.60689,0.46966,0.393,-0.01089,-0.01044,0.006393,-1305809500,126
9,0.005371,0.9912,-0.1377,-0.1297,0.09918,-0.1221,0.44902,0.51574,0.54605,0.48396,-0.003448,-0.000473,-0.009369,-1306556938,70
10,-0.01855,0.979,-0.2246,-0.003815,-0.1202,-0.03052,0.60003,0.74719,0.22726,0.17326,-0.004745,0.003586,-0.004715,-1306384585,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.002441,0.9688,-0.1665,-0.1965,0.1545,-0.3548,9,-35.55,-1.95,0.6073,0.7184,0.259,0.219,-1305980455,98
13,-0.01221,0.05176,1.012,0.3681,-0.206,-0.2098,0.88837,0.019935,0.016695,0.45839,-0.0008087,0.001038,0.01308,43939553,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.01074,0.9517,-0.2524,-0.1163,-0.03433,-0.07248,-1.95,-38.4,14.55,0.074003,0.08617,-0.7867,-0.6068,-1306562718,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.001953,0.9736,-0.1611,0.1411,-0.1698,-0.2403,0.50955,0.59647,0.47233,0.40185,3.052e-05,-0.01384,-0.003387,-1306145770,68
6,0.01953,0.9746,-0.2026,0.04005,0.1106,0.1316,0.17497,0.22717,0.74051,0.60781,0.002518,-0.005035,-0.002716,-1305617732,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-0.004395,0.9712,-0.1694,0.1583,0.1049,-0.0515,0.50668,0.60694,0.46949,0.39303,-0.005722,-0.01291,0.008179,-1305659011,126
9,0.003906,0.9805,-0.1362,0.05341,0.03815,-0.06104,0.4482,0.51495,0.54686,0.48465,-0.00502,-0.0112,-0.007782,-1306232550,70
10,-0.009277,0.9697,-0.2085,-0.1869,0.124,0.03052,0.59997,0.74698,0.22776,0.17372,0.004501,-0.005737,0.01122,-1306277018,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.0004883,0.9634,-0.1777,-0.1965,-0.02861,0.01144,7.95,-33.6,-1.95,0.60717,0.7183,0.2593,0.2193,-1305950426,98
13,-0.01221,0.05176,1.012,0.3681,-0.206,-0.2098,0.88837,0.019935,0.016695,0.45839,-0.0008087,0.001038,0.01308,43939553,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.01074,0.957,-0.2607,0.005722,-0.2785,0.1106,-1.05,-37.05,15.75,0.073891,0.08621,-0.7867,-0.6068,-1306477898,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.009766,0.9736,-0.146,0.08011,0.07439,-0.1183,0.50959,0.59643,0.47229,0.4019,0.0117,-0.01387,0.01158,-1306043885,68
6,0.01563,0.9727,-0.2012,-0.02098,-0.07248,0.009537,0.17454,0.22669,0.74069,0.60789,-0.001419,-0.006973,-0.00116,-1305537729,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.004395,0.9644,-0.167,0.2193,0.1659,0.009537,0.50669,0.60687,0.46952,0.3931,0.003082,-0.01976,0.0105,-1305588898,126
9,0.01123,1.002,-0.1245,-0.06866,0.4044,0.1221,0.44809,0.5149,0.54689,0.48477,0.002136,0.01077,0.003922,-1306042023,70
10,-0.02783,0.9717,-0.2227,-0.1259,-0.1812,-0.4578,0.60002,0.74697,0.22775,0.17361,-0.01387,-0.003784,-0.002991,-1306216522,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,-0.005859,0.9692,-0.1685,-0.2575,-0.08965,0.1945,9.3,-34.35,-3.45,0.60721,0.7183,0.2593,0.2193,-1305900400,98
13,-0.01221,0.05176,1.012,0.3681,-0.206,-0.2098,0.88837,0.019935,0.016695,0.45839,-0.0008087,0.001038,0.01308,43939553,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.007813,0.9556,-0.2407,-0.2384,-0.3395,-0.1335,-0.60001,-38.55,13.95,0.073345,0.08558,-0.7868,-0.6069,-1306321272,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.001953,0.9668,-0.1597,0.08011,0.01335,0.1259,0.50957,0.59645,0.47226,0.40193,-0.0001068,-0.02071,-0.00209,-1305985703,68
6,0.01563,0.9731,-0.1919,0.1621,-0.1945,0.009537,0.17482,0.22694,0.74061,0.60781,-0.001297,-0.006485,0.008118,-1305477758,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.006348,0.9614,-0.1694,-0.0248,0.1049,-0.1125,0.50651,0.60665,0.46974,0.3934,0.004898,-0.02271,0.007935,-1305508896,126
9,0.01318,0.9712,-0.1318,0.1755,0.03815,0.1831,0.44817,0.51503,0.54684,0.48462,0.004166,-0.02046,-0.00325,-1305990274,70
10,-0.01123,0.9902,-0.209,0.2403,0.001907,-0.1526,0.60008,0.74696,0.22767,0.17357,0.002716,0.01474,0.01057,-1306186522,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,-0.005859,0.9648,-0.1631,0.4749,0.3376,0.1335,7.65,-34.95,-3.15,0.60713,0.7182,0.2597,0.2195,-1305858581,98
13,-0.01221,0.05176,1.012,0.3681,-0.206,-0.2098,0.88837,0.019935,0.016695,0.45839,-0.0008087,0.001038,0.01308,43939553,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.01025,0.9375,-0.252,0.005722,-0.03433,-0.3166,-2.55,-37.95,16.2,0.073043,0.08523,-0.7868,-0.6069,-1306278409,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.01074,0.978,-0.1509,-0.164,0.01335,0.1869,0.5096,0.59642,0.47225,0.40195,-0.008865,-0.009491,0.006622,-1305885683,68
6,0.02588,0.9775,-0.2012,0.04005,0.04959,0.2537,0.17464,0.22658,0.74073,0.60785,0.009155,-0.00209,-0.001129,-1305387841,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-0.005859,0.9541,-0.1694,-0.1469,0.349,0.1316,0.50638,0.60657,0.46991,0.39349,-0.007294,-0.03001,0.008057,-1305458912,126
9,0.01416,0.9956,-0.1162,0.2365,-0.08392,0.1221,0.44832,0.5151,0.54671,0.48455,0.005173,0.003937,0.01224,-1305942534,70
10,-0.02539,0.981,-0.2192,-0.003815,-0.05913,-0.03052,0.60014,0.74712,0.22718,0.17328,-0.01163,0.005478,0.0003662,-1306104601,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,-0.008301,0.9609,-0.1631,-0.1354,-0.08965,0.01144,7.5,-34.35,-1.95,0.60728,0.7182,0.2595,0.2192,-1305788678,98
13,-0.01221,0.05176,1.012,0.3681,-0.206,-0.2098,0.88837,0.019935,0.016695,0.45839,-0.0008087,0.001038,0.01308,43939553,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.005371,0.9614,-0.2417,-0.05531,-0.03433,0.1106,-0.3,-37.5,15,0.073029,0.08528,-0.7868,-0.6069,-1306236348,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.008301,0.978,-0.1553,-0.2022,0,-0.1125,0.50958,0.59645,0.4722,0.40201,0.009995,-0.009491,0.002167,-1305775805,68
6,0.02393,0.9648,-0.1992,0.1011,-0.3166,0.07057,0.17464,0.22653,0.74074,0.60786,0.007263,-0.01479,0.0008087,-1305318306,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.003418,0.9653,-0.1797,0.09727,-0.0782,-0.1125,0.50647,0.6065,0.46986,0.39354,0.001999,-0.01883,-0.002441,-1305358893,126
9,-0.009766,0.9834,-0.1279,-0.1297,0.2823,0.06104,0.44864,0.51547,0.54643,0.48418,-0.01862,-0.008255,0.0006714,-1305812575,70
10,-0.009766,0.9697,-0.2144,0.3014,0.124,-0.09155,0.60027,0.74726,0.22668,0.1729,0.003983,-0.005768,0.005219,-1306006485,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,-0.01172,0.9673,-0.1616,-0.01335,-0.2728,0.1945,7.65,-34.2,-2.55,0.60711,0.718,0.26,0.2196,-1305740426,98
13,-0.01221,0.05176,1.012,0.3681,-0.206,-0.2098,0.88837,0.019935,0.016695,0.45839,-0.0008087,0.001038,0.01308,43939553,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.007813,0.9629,-0.2485,-0.05531,0.0267,-0.1945,-1.35,-37.5,16.05,0.07323,0.08556,-0.7867,-0.607,-1306111326,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.005859,0.9761,-0.1523,0.103,0,-0.1736,0.50957,0.59645,0.47219,0.40201,-0.004181,-0.01144,0.005112,-1305655658,68
6,0.02002,0.9805,-0.1987,-0.1431,-0.01144,0.2537,0.17508,0.22713,0.74053,0.60776,0.00325,0.000824,0.001221,-1305238328,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-0.004395,0.9507,-0.1812,-0.08583,-0.0782,0.009537,0.50621,0.60631,0.47023,0.39372,-0.005737,-0.03343,-0.003677,-1305288970,126
9,0.00293,0.9814,-0.1255,-0.2518,0.2213,-0.1831,0.44854,0.51543,0.54647,0.48426,-0.006042,-0.01021,0.003113,-1305761912,70
10,-0.01758,0.9717,-0.2212,0.1183,-0.1202,0.03052,0.60022,0.74742,0.22651,0.17257,-0.003632,-0.003738,-0.001282,-1305876543,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,-0.01123,0.9697,-0.167,-0.3796,0.09346,0.3777,6.75,-33.9,-1.95,0.60715,0.718,0.26,0.2195,-1305680264,98
13,-0.01221,0.05176,1.012,0.3681,-0.206,-0.2098,0.88837,0.019935,0.016695,0.45839,-0.0008087,0.001038,0.01308,43939553,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.9639,-0.25,0.06676,0.08774,-0.1335,-1.35,-38.55,13.65,0.07334,0.08558,-0.7867,-0.607,-1306013389,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.008301,0.9819,-0.1577,-0.08011,0.1221,-0.0515,0.50961,0.59642,0.47216,0.40206,0.009949,-0.005615,-0.000412,-1305555700,68
6,0.01855,0.9844,-0.1987,-0.08202,0.04959,0.009537,0.17515,0.22732,0.74047,0.60774,0.001633,0.00473,0.001221,-1305167749,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.003906,0.959,-0.1748,0.03624,0.1659,-0.0515,0.50592,0.60589,0.47072,0.39417,0.002579,-0.02515,0.002563,-1305198921,126
9,0.01318,0.9912,-0.123,-0.06866,0.4654,0.1831,0.44849,0.51542,0.54652,0.48427,0.004211,-0.0004272,0.00563,-1305722035,70
10,-0.01709,0.9644,-0.2129,-0.06485,0.001907,-0.09155,0.60018,0.7473,0.22688,0.17275,-0.002945,-0.01106,0.006989,-1305697092,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
