ID,Acceleration x,Acceleration y,Acceleration z,Gyroscope x,Gyroscope y,Gyroscope z,Quaternion w,Quaternion x,Quaternion y,Quaternion z,Linear Acceleration x,Linear Acceleration y,Linear Acceleration z,Time,Battery
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.8462,0.06006,-0.01025,7.668,-12.35,-22.34,30.243,16.405,-16.514,0.66213,0.299,0.6376,-0.2563,-797947639,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.0293,0.979,0.09424,-7.998,-3.99,1.202,0.57005,0.5277,0.4203,0.46896,-0.04506,-0.01683,0.004486,-797532183,68
6,0.103,1.005,0.04004,-16.67,-8.322,-1.32,0.22423,0.27559,0.65063,0.67116,0.0249,0.00795,0.03857,-797535790,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.09863,0.9507,0.1099,-7.277,-0.3033,0.2975,0.49888,0.49715,0.44867,0.55014,-0.0007172,-0.039,0.00679,-797602412,126
9,-1.079,0.08838,-0.0542,2.172,-3.008,-12.44,0.62061,0.37324,0.62252,-0.29666,-0.08496,-0.005539,-0.0005035,-798616897,70
10,0.8135,-0.0144,-0.4695,4.524,-1.816,15.34,0.46959,-0.31716,-0.8089,-0.15675,-0.04565,0.02988,0.04036,-797953890,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.8862,0.3833,-0.5239,7.65,-0.6924,9.739,-20.885,0.69598,36.294,0.34691,-0.3251,-0.8041,-0.3569,-798684435,98
13,0.1821,0.9927,0.01855,1.802,-20.37,15.38,0.055212,-0.045948,-0.68117,-0.7286,0.03996,0.005173,-0.04924,602493643,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.9512,-0.02051,0.01367,4.921,-5.999,-11.72,30.243,16.105,-17.564,0.65738,0.2823,0.6394,-0.2818,-797765664,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.0249,0.9966,0.07813,-12.39,-3.319,2.728,0.57343,0.52524,0.41598,0.47145,0.006729,0.001999,-0.02405,-797452211,68
6,0.06689,0.9751,0.05664,-16.91,-7.04,-1.198,0.22937,0.27571,0.64411,0.67564,-0.01018,-0.02176,0.03844,-797476370,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.07617,0.999,0.09424,-1.844,5.495,-2.083,0.5022,0.4925,0.44644,0.55309,-0.0202,0.0105,-0.02202,-797492898,126
9,-1.068,0.06934,-0.09277,1.379,-6.67,-12.38,0.61809,0.36929,0.62462,-0.30239,-0.07239,-0.009399,-0.03973,-798556829,70
10,0.833,-0.04956,-0.4719,2.205,-4.807,12.16,0.47015,-0.32,-0.80824,-0.15263,-0.02467,0.004623,0.0394,-797914436,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.8862,0.3833,-0.5239,7.65,-0.6924,9.739,-20.885,0.69598,36.294,0.34691,-0.3251,-0.8041,-0.3569,-798684435,98
13,0.1821,0.9927,0.01855,1.802,-20.37,15.38,0.055212,-0.045948,-0.68117,-0.7286,0.03996,0.005173,-0.04924,602493643,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.9629,-0.02441,0.03467,5.653,-2.031,3.841,30.093,15.805,-17.414,0.65409,0.2744,0.6383,-0.2991,-797527627,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.02393,0.9561,0.1255,-15.81,0.7706,3.765,0.57812,0.52187,0.40962,0.47501,0.00177,-0.0365,0.005768,-797381722,68
6,0.1367,0.9268,0.07373,-27.59,1.505,0.8163,0.23488,0.27223,0.62956,0.68875,0.05748,-0.06834,0.01465,-797386369,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.1108,0.8916,0.06738,1.574,11.72,-1.167,0.49971,0.49057,0.44999,0.5542,0.01683,-0.09744,-0.04631,-797452898,126
9,-1.012,0.06396,-0.05273,2.783,-8.745,-15.37,0.61822,0.36611,0.62439,-0.30645,-0.01579,-0.006027,-0.004929,-798517029,70
10,0.8633,-0.08179,-0.4524,1.961,-3.525,10.52,0.47029,-0.3218,-0.80783,-0.15061,0.006531,-0.02245,0.05991,-797883770,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.8701,0.3833,-0.521,7.345,0.4063,9.983,-20.585,1.446,35.544,0.34743,-0.3255,-0.804,-0.3562,-798674535,98
13,0.1821,0.9927,0.01855,1.802,-20.37,15.38,0.055212,-0.045948,-0.68117,-0.7286,0.03996,0.005173,-0.04924,602493643,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.9644,0.05371,0.02881,2.968,3.218,8.846,28.293,14.455,-18.164,0.65561,0.2903,0.6328,-0.2923,-797317598,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.03369,1.086,0.04102,-11.84,-15.46,-0.6905,0.58244,0.51809,0.40323,0.47932,0.006744,0.09637,-0.09695,-797311595,68
6,0.1133,0.9463,0.05762,-27.23,9.989,-0.2213,0.23617,0.26484,0.61788,0.70165,0.03349,-0.04587,-0.03856,-797306369,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.1113,0.9941,0.1377,14.76,37.97,-3.853,0.49553,0.48512,0.45694,0.55706,0.0237,0.004288,0.02599,-797402314,126
9,-1.029,0.03955,-0.05371,5.163,-11.37,-17.44,0.61561,0.35957,0.62548,-0.31703,-0.03072,-0.006561,-0.01266,-798430720,70
10,0.8643,-0.09741,-0.448,0.9842,-0.1678,9.783,0.47087,-0.3229,-0.80724,-0.14957,0.007462,-0.03479,0.06383,-797863956,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.8433,0.3887,-0.5,8.627,5.716,10.23,-20.285,3.546,37.944,0.35047,-0.3266,-0.8033,-0.3538,-798634463,98
13,0.1821,0.9927,0.01855,1.802,-20.37,15.38,0.055212,-0.045948,-0.68117,-0.7286,0.03996,0.005173,-0.04924,602493643,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.9272,0.03857,0.02246,2.419,-9.05,8.907,30.843,15.805,-17.114,0.6573,0.2925,0.6308,-0.2907,-797276650,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.02637,0.9839,0.123,-5.251,-21.75,-1.179,0.59035,0.53517,0.39249,0.45938,-0.001907,-0.008575,0.003967,-797231613,68
6,0.05273,0.8735,0.126,-31.13,15.97,-3.09,0.23615,0.25475,0.6065,0.71519,-0.02519,-0.1143,-0.008545,-797235891,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.05322,0.9292,0.1738,-16.68,7.265,2.19,0.49136,0.47817,0.4621,0.56248,-0.03058,-0.06055,0.05818,-797352271,126
9,-0.9121,-0.02148,-0.03223,5.774,-13.26,-13.6,0.612,0.34219,0.6227,-0.34729,0.08775,-0.007813,-0.02254,-798233117,70
10,0.8267,-0.05737,-0.4729,-1.274,9.354,3.374,0.47762,-0.32559,-0.80242,-0.14827,-0.03639,0.01572,0.02689,-797773890,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.6831,0.1509,-0.4556,15.95,-8.139,19.99,-20.591,7.5726,36.728,0.37313,-0.3542,-0.8104,-0.2804,-798179141,98
13,0.1821,0.9927,0.01855,1.802,-20.37,15.38,0.055212,-0.045948,-0.68117,-0.7286,0.03996,0.005173,-0.04924,602493643,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.9116,0.08838,0.01807,-0.9995,-2.031,11.17,29.793,13.705,-18.164,0.66076,0.2948,0.6272,-0.2883,-797219669,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.03174,0.9595,0.1689,-20.39,-2.708,4.131,0.59933,0.53381,0.38173,0.4584,-9.155e-05,-0.03035,0.03029,-797152218,68
6,0.07715,0.9521,0.1128,-27.47,6.388,0.6943,0.23633,0.24615,0.59748,0.72565,0.002319,-0.03131,-0.05205,-797174135,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.1133,0.9604,0.1157,-24.43,11.35,0.7248,0.49355,0.4664,0.45789,0.57377,0.03006,-0.02538,-0.02988,-797272299,126
9,-0.8652,-0.07471,0.01074,8.947,-8.196,-21.41,0.61222,0.32146,0.61694,-0.3758,0.1318,-0.004608,-0.02135,-798063162,70
10,0.811,-0.0603,-0.4695,-0.1755,4.715,2.031,0.4799,-0.32542,-0.80103,-0.14881,-0.05464,0.01364,0.02562,-797723871,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.707,0.1304,-0.4673,15.22,-7.65,20.48,-18.641,7.5726,37.478,0.37454,-0.3584,-0.8102,-0.2735,-798139304,98
13,0.1821,0.9927,0.01855,1.802,-20.37,15.38,0.055212,-0.045948,-0.68117,-0.7286,0.03996,0.005173,-0.04924,602493643,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.8423,0.0459,0.0459,-2.098,-5.083,15.5,30.093,14.005,-17.714,0.66452,0.299,0.6245,-0.281,-797149699,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.02246,0.9663,0.1992,-21.49,2.357,1.995,0.60479,0.5267,0.37527,0.46475,-0.01317,-0.01958,0.03571,-797081600,68
6,0.05615,0.9478,0.1611,-31.93,9.745,-5.348,0.23864,0.23684,0.58612,0.73717,-0.01328,-0.02942,-0.0396,-797094165,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.07422,0.9893,0.0249,-26.93,2.016,1.274,0.49865,0.45971,0.45066,0.58044,-0.01001,0.007629,-0.1462,-797222295,126
9,-0.9443,-0.1079,0.05469,0.6466,4.988,11.49,0.609,0.30477,0.61174,-0.4025,0.04611,0.01334,-0.01108,-797492460,70
10,0.8223,-0.04224,-0.4578,0.8011,-0.7172,2.031,0.48041,-0.32498,-0.801,-0.1483,-0.04373,0.03244,0.03667,-797704483,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.707,0.1113,-0.4595,14.06,-6.369,21.7,-19.091,8.4725,35.528,0.37544,-0.3603,-0.8101,-0.27,-798127396,98
13,0.1821,0.9927,0.01855,1.802,-20.37,15.38,0.055212,-0.045948,-0.68117,-0.7286,0.03996,0.005173,-0.04924,602493643,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.8853,0.01318,0.04199,-5.638,6.086,22.15,29.943,14.155,-16.514,0.66861,0.305,0.6222,-0.2698,-797066654,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.07471,0.9482,0.1914,-30.52,14.81,5.047,0.61048,0.51449,0.37,0.47509,0.03763,-0.03149,-0.005386,-797001632,68
6,0.02588,0.9287,0.2358,-30.95,4.618,-7.179,0.24417,0.22466,0.57198,0.75017,-0.03186,-0.03915,-0.008896,-797005819,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.09961,1.002,0.2251,-27.17,13.31,5.791,0.50297,0.45165,0.44447,0.58778,0.01578,0.02513,0.02818,-797162876,126
9,-0.9136,-0.03955,0.04688,0.9518,1.814,8.436,0.61039,0.31461,0.6098,-0.39571,0.07985,0.05899,-0.01144,-797343049,70
10,0.8115,-0.0437,-0.4617,-3.166,-1.816,-1.875,0.4808,-0.32346,-0.80116,-0.14948,-0.05557,0.02783,0.0313,-797613894,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.707,0.1113,-0.4595,14.06,-6.369,21.7,-19.091,8.4725,35.528,0.37544,-0.3603,-0.8101,-0.27,-798127396,98
13,0.1821,0.9927,0.01855,1.802,-20.37,15.38,0.055212,-0.045948,-0.68117,-0.7286,0.03996,0.005173,-0.04924,602493643,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.9204,0.05566,0.05176,-7.652,11.58,25.63,29.793,13.255,-19.214,0.66936,0.3076,0.6224,-0.2644,-797037704,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.02686,0.9995,0.2397,-35.34,16.15,3.216,0.61359,0.50636,0.3671,0.48201,-0.01079,0.02423,0.02208,-796971603,68
6,0.0332,0.897,0.2012,-33.76,7.242,-4.921,0.24648,0.21447,0.56298,0.75915,-0.01491,-0.06351,-0.07294,-796936336,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.09424,0.9365,0.2515,-30.65,-5.552,7.5,0.50922,0.44176,0.42949,0.6009,0.0007477,-0.02954,0.0107,-797080596,126
9,-0.8218,-0.06641,0.05371,0.2193,-1.787,13.93,0.61426,0.31891,0.60775,-0.38938,0.1732,0.01509,-0.004135,-797252564,70
10,0.8311,-0.05249,-0.4426,-12.14,10.03,-11.15,0.47871,-0.31887,-0.80171,-0.16251,-0.04016,-0.007751,0.04622,-797474027,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.7183,0.125,-0.4741,14.12,-4.782,20.05,-19.257,10.066,38.341,0.37755,-0.3641,-0.8096,-0.2635,-798089216,98
13,0.1821,0.9927,0.01855,1.802,-20.37,15.38,0.055212,-0.045948,-0.68117,-0.7286,0.03996,0.005173,-0.04924,602493643,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.9819,0.05713,0.009277,-6.432,12.5,27.77,30.075,11.742,-16.649,0.66982,0.3121,0.6236,-0.2552,-796996567,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.0542,0.9678,0.1733,-33.45,14.99,3.704,0.61745,0.49313,0.36409,0.49296,0.01764,-0.0001526,-0.07518,-796912211,68
6,0.01563,0.9077,0.3252,-22.95,10.72,-3.944,0.24721,0.20652,0.55471,0.76716,-0.02698,-0.04549,0.02591,-796885842,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.1367,0.9595,0.2759,-41.33,-10.13,11.28,0.51775,0.43568,0.41051,0.61123,0.02922,0.006516,-0.007446,-797010503,126
9,-1.074,-0.05908,0.04395,-5.823,-5.51,24.85,0.61966,0.34426,0.60421,-0.36391,-0.07484,-0.04596,0.01112,-797072593,70
10,0.7808,-0.04565,-0.4534,-6.279,-4.196,-3.035,0.47835,-0.31681,-0.8012,-0.16994,-0.09343,-0.01486,0.03123,-797394035,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.7207,0.103,-0.5498,11.07,-8.932,15.11,-19.557,8.1159,35.791,0.38055,-0.3701,-0.8092,-0.2519,-798019150,98
13,0.1821,0.9927,0.01855,1.802,-20.37,15.38,0.055212,-0.045948,-0.68117,-0.7286,0.03996,0.005173,-0.04924,602493643,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-1.001,0.1431,0.01807,-4.112,5.232,16.66,30.225,11.592,-17.549,0.67191,0.3216,0.6223,-0.2406,-796911699,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.01611,0.9404,0.2886,-29.12,10.41,1.08,0.62607,0.47469,0.35675,0.50541,-0.017,-0.01456,-0.00621,-796829873,68
6,0.02979,0.9688,0.3525,-12.58,-0.2651,2.159,0.24735,0.19749,0.54453,0.77672,-0.007629,0.02516,0.02359,-796795756,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.167,0.9307,0.3188,-38.71,-5.857,10.31,0.52651,0.42899,0.39014,0.62173,0.04439,-0.00618,-0.008667,-796940609,126
9,-1.022,0.01514,0.03613,-2.222,-8.074,5.018,0.6287,0.35016,0.59906,-0.35107,-0.02333,-0.004517,-0.0009003,-796942664,70
10,0.7949,-0.04761,-0.4539,-5.424,-6.943,-2.668,0.47778,-0.31699,-0.80143,-0.17016,-0.07877,-0.01744,0.03168,-797383888,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.7944,0.08447,-0.5532,7.711,-15.95,13.34,-17.157,11.866,36.241,0.37749,-0.3774,-0.8109,-0.2398,-797939723,98
13,0.1821,0.9927,0.01855,1.802,-20.37,15.38,0.055212,-0.045948,-0.68117,-0.7286,0.03996,0.005173,-0.04924,602493643,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-1.033,0.1641,0.02734,-4.417,5.964,14.71,29.925,10.842,-17.999,0.67206,0.3227,0.6222,-0.239,-796897631,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.05371,0.9199,0.3184,-21.73,1.381,-1.484,0.62947,0.46894,0.35343,0.50888,0.02139,-0.03014,0.007996,-796782221,68
6,0.02686,0.9634,0.3418,-13.55,2.604,0.5112,0.24799,0.19424,0.5393,0.78098,-0.009064,0.02469,-0.001053,-796715754,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.1387,0.8984,0.375,-37,-5.796,7.011,0.53284,0.42312,0.37584,0.62912,0.006821,-0.02536,0.01559,-796882324,126
9,-0.9995,0.07617,0.009277,-2.344,3.462,6.178,0.62749,0.3562,0.5992,-0.34689,-0.0003967,0.04486,-0.01888,-796812626,70
10,0.7813,-0.02222,-0.4622,-2.495,-6.454,-6.941,0.46925,-0.31655,-0.80617,-0.17232,-0.08443,-0.00296,0.03807,-797284497,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.7886,0.03564,-0.5688,6.857,1.444,9.495,-17.757,11.566,37.891,0.37861,-0.3822,-0.8107,-0.2309,-797869156,98
13,0.1821,0.9927,0.01855,1.802,-20.37,15.38,0.055212,-0.045948,-0.68117,-0.7286,0.03996,0.005173,-0.04924,602493643,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-1.035,0.168,0.03418,-4.845,5.476,12.69,31.875,11.142,-17.699,0.67221,0.3236,0.6221,-0.2374,-796884650,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.02246,0.9175,0.3774,-22.52,0.4044,-4.414,0.63826,0.45685,0.34631,0.51379,-0.004913,-0.02156,0.03474,-796689873,68
6,0.01563,0.9219,0.3311,-3.971,-5.27,-1.686,0.25098,0.19298,0.53557,0.78289,-0.01768,-0.01358,-0.02078,-796635823,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.1284,0.8926,0.3735,-25.28,-4.148,6.645,0.53991,0.41153,0.35505,0.6427,-0.01717,-0.008194,-0.03561,-796772318,126
9,-1.076,0.06787,-0.0127,-0.0248,0.8984,9.901,0.62466,0.36578,0.60164,-0.33767,-0.077,0.01721,-0.02115,-796702632,70
10,0.7651,-0.009521,-0.4651,1.045,-14.39,-12.92,0.46325,-0.31182,-0.81092,-0.17487,-0.09523,-0.004227,0.04457,-797193795,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.7832,0.04785,-0.5732,5.758,3.885,9.678,-17.457,12.766,37.591,0.38076,-0.3831,-0.8098,-0.2289,-797847485,98
13,0.1821,0.9927,0.01855,1.802,-20.37,15.38,0.055212,-0.045948,-0.68117,-0.7286,0.03996,0.005173,-0.04924,602493643,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-1.015,0.1416,0.05371,-4.662,0.8984,10.56,30.675,10.842,-17.249,0.67297,0.3247,0.6217,-0.2349,-796856659,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.01074,0.9053,0.4072,-22.46,-1.61,-1.972,0.64816,0.44171,0.33841,0.51987,-0.009827,-0.01917,0.02649,-796591710,68
6,0.0542,0.9341,0.3325,1.705,-1.547,-0.4654,0.25127,0.19373,0.53501,0.78301,0.01968,-0.001099,-0.01994,-796584036,52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.1733,0.8691,0.4604,-21.25,8.608,7.072,0.54317,0.39972,0.34073,0.65505,0.01981,-0.01147,0.01221,-796660635,126
9,-1.115,0.04395,-0.001953,-2.954,3.218,4.591,0.62422,0.37182,0.60209,-0.33104,-0.1169,-0.02161,-0.000412,-796610703,70
10,0.8364,0.03638,-0.5061,-1.274,-6.943,-18.9,0.452,-0.30027,-0.82074,-0.17866,-0.01282,0.01456,0.02145,-797082158,68
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.7598,0.05469,-0.5586,4.416,3.336,8.457,-17.007,12.016,37.141,0.3826,-0.384,-0.809,-0.2274,-797819146,98
13,0.1821,0.9927,0.01855,1.802,-20.37,15.38,0.055212,-0.045948,-0.68117,-0.7286,0.03996,0.005173,-0.04924,602493643,98
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.03174,0.02979,1.037,0.2232,0.2651,0.09918,-36.45,27.6,36.45,0.89412,0.0197,0.002569,-0.4474,-1439293609,108
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-1.015,0.1416,0.05371,-4.662,0.8984,10.56,30.675,10.842,-17.249,0.67297,0.3247,0.6217,-0.2349,-796856659,66
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.03955,0.9185,0.3916,-20.57,-1.305,1.629,0.65406,0.43224,0.33087,0.52527,0.0183,0.005463,-0.01578,-796521640,68
